ordering_levels,total_samples,jt_statistic,jt_pvalue,supports_expected,expected_direction,finding,trend_variable,trend_label,value_variable,value_label,scenario,rule_count,model_id,model_name
"0,1,2,3",4,2.0,0.3698150924537731,False,increasing,No significant monotonic increasing trend detected (p=0.37).,example_count,example count,tool_precision,Tool Precision,1,9,-2,llama 3.1 (8 B)
"0,1,2,3",4,2.5,0.487256371814093,False,increasing,No significant monotonic increasing trend detected (p=0.487).,example_count,example count,tool_precision,Tool Precision,1,9,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.0,0.1729135432283858,False,increasing,No significant monotonic increasing trend detected (p=0.173).,example_count,example count,tool_precision,Tool Precision,1,10,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,0.0,0.03648175912043978,True,increasing,Evidence for increasing Tool Precision with higher example count (p=0.0365).,example_count,example count,tool_precision,Tool Precision,1,10,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.26186906546726635,False,increasing,No significant monotonic increasing trend detected (p=0.262).,example_count,example count,tool_precision,Tool Precision,1,10,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.2433783108445777,False,increasing,No significant monotonic increasing trend detected (p=0.243).,example_count,example count,tool_precision,Tool Precision,1,10,-4,gpt-oss (20.9 B)
"0,1,2,3",4,0.0,0.043478260869565216,True,increasing,Evidence for increasing Tool Precision with higher example count (p=0.0435).,example_count,example count,tool_precision,Tool Precision,1,11,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,0.0,0.041979010494752625,True,increasing,Evidence for increasing Tool Precision with higher example count (p=0.042).,example_count,example count,tool_precision,Tool Precision,1,11,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.24987506246876562,False,increasing,No significant monotonic increasing trend detected (p=0.25).,example_count,example count,tool_precision,Tool Precision,1,11,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.25237381309345325,False,increasing,No significant monotonic increasing trend detected (p=0.252).,example_count,example count,tool_precision,Tool Precision,1,11,-4,gpt-oss (20.9 B)
"0,1,2,3",4,0.5,0.08195902048975512,False,increasing,No significant monotonic increasing trend detected (p=0.082).,example_count,example count,tool_precision,Tool Precision,1,12,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,0.5,0.08195902048975512,False,increasing,No significant monotonic increasing trend detected (p=0.082).,example_count,example count,tool_precision,Tool Precision,1,12,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.2353823088455772,False,increasing,No significant monotonic increasing trend detected (p=0.235).,example_count,example count,tool_precision,Tool Precision,1,12,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.2478760619690155,False,increasing,No significant monotonic increasing trend detected (p=0.248).,example_count,example count,tool_precision,Tool Precision,1,12,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.0,0.18290854572713644,False,increasing,No significant monotonic increasing trend detected (p=0.183).,example_count,example count,tool_precision,Tool Precision,1,13,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,0.0,0.035982008995502246,True,increasing,Evidence for increasing Tool Precision with higher example count (p=0.036).,example_count,example count,tool_precision,Tool Precision,1,13,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.23738130934532733,False,increasing,No significant monotonic increasing trend detected (p=0.237).,example_count,example count,tool_precision,Tool Precision,1,13,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.23788105947026486,False,increasing,No significant monotonic increasing trend detected (p=0.238).,example_count,example count,tool_precision,Tool Precision,2,1,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.23938030984507747,False,increasing,No significant monotonic increasing trend detected (p=0.239).,example_count,example count,tool_precision,Tool Precision,2,1,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.271864067966017,False,increasing,No significant monotonic increasing trend detected (p=0.272).,example_count,example count,tool_precision,Tool Precision,2,1,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.25087456271864067,False,increasing,No significant monotonic increasing trend detected (p=0.251).,example_count,example count,tool_precision,Tool Precision,2,1,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.23488255872063968,False,increasing,No significant monotonic increasing trend detected (p=0.235).,example_count,example count,tool_precision,Tool Precision,2,2,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.25087456271864067,False,increasing,No significant monotonic increasing trend detected (p=0.251).,example_count,example count,tool_precision,Tool Precision,2,2,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.0,0.17341329335332334,False,increasing,No significant monotonic increasing trend detected (p=0.173).,example_count,example count,tool_precision,Tool Precision,2,2,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.25087456271864067,False,increasing,No significant monotonic increasing trend detected (p=0.251).,example_count,example count,tool_precision,Tool Precision,2,3,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,3.5,0.750624687656172,False,increasing,No significant monotonic increasing trend detected (p=0.751).,example_count,example count,tool_precision,Tool Precision,2,3,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.0,0.15742128935532235,False,increasing,No significant monotonic increasing trend detected (p=0.157).,example_count,example count,tool_precision,Tool Precision,2,3,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.23738130934532733,False,increasing,No significant monotonic increasing trend detected (p=0.237).,example_count,example count,tool_precision,Tool Precision,2,4,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2463768115942029,False,increasing,No significant monotonic increasing trend detected (p=0.246).,example_count,example count,tool_precision,Tool Precision,2,4,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.2413793103448276,False,increasing,No significant monotonic increasing trend detected (p=0.241).,example_count,example count,tool_precision,Tool Precision,2,4,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.2613693153423288,False,increasing,No significant monotonic increasing trend detected (p=0.261).,example_count,example count,tool_precision,Tool Precision,2,4,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.25837081459270367,False,increasing,No significant monotonic increasing trend detected (p=0.258).,example_count,example count,tool_precision,Tool Precision,2,5,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2593703148425787,False,increasing,No significant monotonic increasing trend detected (p=0.259).,example_count,example count,tool_precision,Tool Precision,2,5,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.24887556221889057,False,increasing,No significant monotonic increasing trend detected (p=0.249).,example_count,example count,tool_precision,Tool Precision,2,5,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.2448775612193903,False,increasing,No significant monotonic increasing trend detected (p=0.245).,example_count,example count,tool_precision,Tool Precision,2,6,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.26436781609195403,False,increasing,No significant monotonic increasing trend detected (p=0.264).,example_count,example count,tool_precision,Tool Precision,2,6,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.22988505747126436,False,increasing,No significant monotonic increasing trend detected (p=0.23).,example_count,example count,tool_precision,Tool Precision,2,7,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2463768115942029,False,increasing,No significant monotonic increasing trend detected (p=0.246).,example_count,example count,tool_precision,Tool Precision,2,7,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.0,0.1549225387306347,False,increasing,No significant monotonic increasing trend detected (p=0.155).,example_count,example count,tool_precision,Tool Precision,2,7,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.25687156421789104,False,increasing,No significant monotonic increasing trend detected (p=0.257).,example_count,example count,tool_precision,Tool Precision,2,8,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2608695652173913,False,increasing,No significant monotonic increasing trend detected (p=0.261).,example_count,example count,tool_precision,Tool Precision,2,8,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.0,0.16891554222888555,False,increasing,No significant monotonic increasing trend detected (p=0.169).,example_count,example count,tool_precision,Tool Precision,2,8,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.25487256371814093,False,increasing,No significant monotonic increasing trend detected (p=0.255).,example_count,example count,tool_precision,Tool Precision,2,9,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.0,0.175912043978011,False,increasing,No significant monotonic increasing trend detected (p=0.176).,example_count,example count,tool_precision,Tool Precision,2,9,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.2588705647176412,False,increasing,No significant monotonic increasing trend detected (p=0.259).,example_count,example count,tool_precision,Tool Precision,2,10,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2493753123438281,False,increasing,No significant monotonic increasing trend detected (p=0.249).,example_count,example count,tool_precision,Tool Precision,2,10,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.2353823088455772,False,increasing,No significant monotonic increasing trend detected (p=0.235).,example_count,example count,tool_precision,Tool Precision,2,10,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.248375812093953,False,increasing,No significant monotonic increasing trend detected (p=0.248).,example_count,example count,tool_precision,Tool Precision,2,11,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,2.5,0.5052473763118441,False,increasing,No significant monotonic increasing trend detected (p=0.505).,example_count,example count,tool_precision,Tool Precision,2,11,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.24587706146926536,False,increasing,No significant monotonic increasing trend detected (p=0.246).,example_count,example count,tool_precision,Tool Precision,2,11,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,2.0,0.33683158420789605,False,increasing,No significant monotonic increasing trend detected (p=0.337).,example_count,example count,tool_precision,Tool Precision,2,11,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.24037981009495252,False,increasing,No significant monotonic increasing trend detected (p=0.24).,example_count,example count,tool_precision,Tool Precision,2,12,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2538730634682659,False,increasing,No significant monotonic increasing trend detected (p=0.254).,example_count,example count,tool_precision,Tool Precision,2,12,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.24987506246876562,False,increasing,No significant monotonic increasing trend detected (p=0.25).,example_count,example count,tool_precision,Tool Precision,2,12,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.25287356321839083,False,increasing,No significant monotonic increasing trend detected (p=0.253).,example_count,example count,tool_precision,Tool Precision,2,12,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.26936531734132935,False,increasing,No significant monotonic increasing trend detected (p=0.269).,example_count,example count,tool_precision,Tool Precision,2,13,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2708645677161419,False,increasing,No significant monotonic increasing trend detected (p=0.271).,example_count,example count,tool_precision,Tool Precision,2,13,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.24037981009495252,False,increasing,No significant monotonic increasing trend detected (p=0.24).,example_count,example count,tool_precision,Tool Precision,2,13,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,2.5,0.49375312343828087,False,increasing,No significant monotonic increasing trend detected (p=0.494).,example_count,example count,tool_precision,Tool Precision,2,13,-4,gpt-oss (20.9 B)
