ordering_levels,total_samples,jt_statistic,jt_pvalue,supports_expected,expected_direction,finding,trend_variable,trend_label,value_variable,value_label,scenario,example_count,model_id,model_name
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,37.5,0.4382808595702149,False,decreasing,No significant monotonic decreasing trend detected (p=0.438).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,1,2,-4,gpt-oss (20.9 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,25.0,0.03398300849575212,True,decreasing,Evidence for decreasing DAG Graph Edit Distance with higher rule count (p=0.034).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,1,3,-1,llama 3.2 (3.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,27.5,0.0079960019990005,True,decreasing,Evidence for decreasing DAG Graph Edit Distance with higher rule count (p=0.008).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,1,3,-2,llama 3.1 (8 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,49.0,0.991504247876062,False,decreasing,No significant monotonic decreasing trend detected (p=0.992).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,1,3,-3,mistral-nemo (12.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,42.0,0.7491254372813593,False,decreasing,No significant monotonic decreasing trend detected (p=0.749).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,1,3,-4,gpt-oss (20.9 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,43.0,0.7186406796601699,False,decreasing,No significant monotonic decreasing trend detected (p=0.719).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,0,-1,llama 3.2 (3.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,38.5,0.4897551224387806,False,decreasing,No significant monotonic decreasing trend detected (p=0.49).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,0,-2,llama 3.1 (8 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,51.5,0.9545227386306847,False,decreasing,No significant monotonic decreasing trend detected (p=0.955).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,0,-3,mistral-nemo (12.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,33.0,0.08895552223888056,False,decreasing,No significant monotonic decreasing trend detected (p=0.089).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,0,-4,gpt-oss (20.9 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,31.0,0.1539230384807596,False,decreasing,No significant monotonic decreasing trend detected (p=0.154).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,1,-1,llama 3.2 (3.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,31.0,0.1409295352323838,False,decreasing,No significant monotonic decreasing trend detected (p=0.141).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,1,-2,llama 3.1 (8 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,26.0,0.027486256871564217,True,decreasing,Evidence for decreasing DAG Graph Edit Distance with higher rule count (p=0.0275).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,1,-3,mistral-nemo (12.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,39.0,0.5032483758120939,False,decreasing,No significant monotonic decreasing trend detected (p=0.503).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,1,-4,gpt-oss (20.9 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,30.5,0.05697151424287856,False,decreasing,No significant monotonic decreasing trend detected (p=0.057).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,2,-1,llama 3.2 (3.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,35.0,0.2283858070964518,False,decreasing,No significant monotonic decreasing trend detected (p=0.228).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,2,-2,llama 3.1 (8 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,49.0,0.9535232383808095,False,decreasing,No significant monotonic decreasing trend detected (p=0.954).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,2,-4,gpt-oss (20.9 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,25.0,0.026486756621689155,True,decreasing,Evidence for decreasing DAG Graph Edit Distance with higher rule count (p=0.0265).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,3,-1,llama 3.2 (3.2 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,39.0,0.544727636181909,False,decreasing,No significant monotonic decreasing trend detected (p=0.545).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,3,-2,llama 3.1 (8 B)
"1,2,3,4,5,6,7,8,9,10,11,12,13",13,33.5,0.23788105947026486,False,decreasing,No significant monotonic decreasing trend detected (p=0.238).,rule_count,rule count,dag_graph_edit_distance,DAG Graph Edit Distance,2,3,-4,gpt-oss (20.9 B)
