ordering_levels,total_samples,jt_statistic,jt_pvalue,supports_expected,expected_direction,finding,trend_variable,trend_label,value_variable,value_label,scenario,rule_count,model_id,model_name
"0,1,2,3",4,3.5,0.7591204397801099,False,increasing,No significant monotonic increasing trend detected (p=0.759).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,9,-4,gpt-oss (20.9 B)
"0,1,2,3",4,2.5,0.4927536231884058,False,increasing,No significant monotonic increasing trend detected (p=0.493).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,10,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2593703148425787,False,increasing,No significant monotonic increasing trend detected (p=0.259).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,10,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.2543728135932034,False,increasing,No significant monotonic increasing trend detected (p=0.254).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,10,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.25987006496751625,False,increasing,No significant monotonic increasing trend detected (p=0.26).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,11,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.25737131434282856,False,increasing,No significant monotonic increasing trend detected (p=0.257).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,11,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.23788105947026486,False,increasing,No significant monotonic increasing trend detected (p=0.238).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,11,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.0,0.17091454272863568,False,increasing,No significant monotonic increasing trend detected (p=0.171).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,12,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.2563718140929535,False,increasing,No significant monotonic increasing trend detected (p=0.256).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,12,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,2.5,0.4987506246876562,False,increasing,No significant monotonic increasing trend detected (p=0.499).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,12,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.2478760619690155,False,increasing,No significant monotonic increasing trend detected (p=0.248).,example_count,example count,tool_coverage,Tool Coverage (Recall),1,13,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.24987506246876562,False,increasing,No significant monotonic increasing trend detected (p=0.25).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,1,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.23888055972013994,False,increasing,No significant monotonic increasing trend detected (p=0.239).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,1,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.2593703148425787,False,increasing,No significant monotonic increasing trend detected (p=0.259).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,1,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.24887556221889057,False,increasing,No significant monotonic increasing trend detected (p=0.249).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,1,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.26186906546726635,False,increasing,No significant monotonic increasing trend detected (p=0.262).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,2,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.25987006496751625,False,increasing,No significant monotonic increasing trend detected (p=0.26).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,2,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.0,0.1679160419790105,False,increasing,No significant monotonic increasing trend detected (p=0.168).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,2,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.26186906546726635,False,increasing,No significant monotonic increasing trend detected (p=0.262).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,3,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,3.5,0.7521239380309845,False,increasing,No significant monotonic increasing trend detected (p=0.752).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,3,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.0,0.17191404297851073,False,increasing,No significant monotonic increasing trend detected (p=0.172).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,3,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.24737631184407796,False,increasing,No significant monotonic increasing trend detected (p=0.247).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,4,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.24987506246876562,False,increasing,No significant monotonic increasing trend detected (p=0.25).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,4,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.2493753123438281,False,increasing,No significant monotonic increasing trend detected (p=0.249).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,4,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.24537731134432783,False,increasing,No significant monotonic increasing trend detected (p=0.245).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,4,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.24437781109445278,False,increasing,No significant monotonic increasing trend detected (p=0.244).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,5,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2353823088455772,False,increasing,No significant monotonic increasing trend detected (p=0.235).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,5,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.2478760619690155,False,increasing,No significant monotonic increasing trend detected (p=0.248).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,6,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2593703148425787,False,increasing,No significant monotonic increasing trend detected (p=0.259).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,6,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.255872063968016,False,increasing,No significant monotonic increasing trend detected (p=0.256).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,7,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.0,0.16691654172913542,False,increasing,No significant monotonic increasing trend detected (p=0.167).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,7,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.23788105947026486,False,increasing,No significant monotonic increasing trend detected (p=0.238).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,8,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.0,0.15792103948025987,False,increasing,No significant monotonic increasing trend detected (p=0.158).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,8,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.271864067966017,False,increasing,No significant monotonic increasing trend detected (p=0.272).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,9,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.0,0.1724137931034483,False,increasing,No significant monotonic increasing trend detected (p=0.172).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,9,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.23488255872063968,False,increasing,No significant monotonic increasing trend detected (p=0.235).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,10,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.25087456271864067,False,increasing,No significant monotonic increasing trend detected (p=0.251).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,10,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.2543728135932034,False,increasing,No significant monotonic increasing trend detected (p=0.254).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,10,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.25087456271864067,False,increasing,No significant monotonic increasing trend detected (p=0.251).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,11,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,2.5,0.48125937031484256,False,increasing,No significant monotonic increasing trend detected (p=0.481).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,11,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.25237381309345325,False,increasing,No significant monotonic increasing trend detected (p=0.252).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,11,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,2.0,0.34332833583208394,False,increasing,No significant monotonic increasing trend detected (p=0.343).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,11,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.2463768115942029,False,increasing,No significant monotonic increasing trend detected (p=0.246).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,12,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.2413793103448276,False,increasing,No significant monotonic increasing trend detected (p=0.241).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,12,-2,llama 3.1 (8 B)
"0,1,2,3",4,1.5,0.2613693153423288,False,increasing,No significant monotonic increasing trend detected (p=0.261).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,12,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,1.5,0.25837081459270367,False,increasing,No significant monotonic increasing trend detected (p=0.258).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,12,-4,gpt-oss (20.9 B)
"0,1,2,3",4,1.5,0.2593703148425787,False,increasing,No significant monotonic increasing trend detected (p=0.259).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,13,-1,llama 3.2 (3.2 B)
"0,1,2,3",4,1.5,0.24887556221889057,False,increasing,No significant monotonic increasing trend detected (p=0.249).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,13,-3,mistral-nemo (12.2 B)
"0,1,2,3",4,2.5,0.5137431284357821,False,increasing,No significant monotonic increasing trend detected (p=0.514).,example_count,example count,tool_coverage,Tool Coverage (Recall),2,13,-4,gpt-oss (20.9 B)
